Course Number,Course Name,Department,Prerequisites,Description
16001,and HORT 16001.30005 Career Pathways in Biology,BSCI,BSCI 40430,"Orients students toward various career pathways in the biological sciences. Prerequisites: BSCI 10110 and 10120. 30030 Human Physiology (4)Integrating mechanisms, pharmacological and pathological considerations for selected organ systems. Prerequisites: BSCI 20020; or 10110 and 10120; and 9 credit hours of chemistry (CHEM) courses.30050 Human Genetics (3)Modern concepts of genetics applicable to the human, including examination of genetically related diseases and their societal implications. Prerequisites: 8 credit hours of biology and 5 credit hours of chemistry.30140 Cell Biology (4)Investigation of the cell as the fundamental unit of life with an emphasis on the relationship between cellular structure and function. Three-hour lecture and three-hour lab weekly. Prerequisites: BSCI 10110 and 10120 and CHEM 10060 and 10061 and 10062 and 10063. Special fee: $50 flat fee—subject to change. 30156 Elements of Genetics (3)Principles of organic mechanisms for expression and transmission of traits as studied in molecules, cells, organisms and populations. Prerequisites: BSCI 10110 and 10120.30171 General Microbiology (4)Fundamental principles of microbiology and of organisms including their structure, physiology, genetics, pathogenicity, classification, mechanisms of cultivation and control. Three-hour lecture and three-hour lab weekly. Prerequisites: BSCI 30140 and CHEM 10060 and 10061 and 10062 and 10063. Special fee: $50 flat fee—subject to change.30267 Plant Physiology (4)Survey of physiological and biochemical processes, their interactions and effect on plant growth and behavior. Three-hour lecture and three-hour lab weekly. Prerequisites: BSCI 30140 and CHEM 10060 and 10061 and 10062 and 10063.30274 Forestry (2)Management of the forest resource within appropriate environmental constraints for sustained use relative to watershed protection, lumber production, recreation and wildlife. One-hour lecture and three-hour lab weekly. Prerequisites: BSCI 10110 and 10120.30275 Local Flora (4)Identification and field study of local plants: native, naturalized and cultivated. Two-hour lecture and six-hour lab weekly. Prerequisites: BSCI 10110 and 10120. Special fee: $50 flat fee—subject to change.30277 Economic Botany (2)Biology of plants important to man and their relation to climate and geography. Two-hour lecture weekly. Prerequisites: BSCI 10110 and 10120.30360 General Ecology (4)Principles of ecology based on field studies of local plant and animal communities. Three-hour lecture and three-hour lab weekly. Prerequisites: BSCI 10110 and 10120 and MATH 11011 and junior or senior standing.Special fee: $30 flat fee—subject to change.30361 Biogeography (3)Geographical distribution of biotic communities with special reference to North America and to their environmental control. Three-hour lecture weekly. Prerequisites: BSCI 10110 and 10120.30518 Vertebrate Anatomy (4)Concepts and methods of functional morphology. Comparative study of vertebrate organs and systems: skeletal, muscular, digestive, respiratory, circulatory, urogenital, nervous and endocrine. Three-hour lecture and three-hour lab weekly."
10110,and 10120. 30030 Human Physiology,BSCI,BSCI 40430,"Integrating mechanisms, pharmacological and pathological considerations for selected organ systems. Prerequisites: BSCI 20020; or 10110 and 10120; and 9 credit hours of chemistry (CHEM) courses.30050 Human Genetics (3)Modern concepts of genetics applicable to the human, including examination of genetically related diseases and their societal implications. Prerequisites: 8 credit hours of biology and 5 credit hours of chemistry.30140 Cell Biology (4)Investigation of the cell as the fundamental unit of life with an emphasis on the relationship between cellular structure and function. Three-hour lecture and three-hour lab weekly. Prerequisites: BSCI 10110 and 10120 and CHEM 10060 and 10061 and 10062 and 10063. Special fee: $50 flat fee—subject to change. 30156 Elements of Genetics (3)Principles of organic mechanisms for expression and transmission of traits as studied in molecules, cells, organisms and populations. Prerequisites: BSCI 10110 and 10120.30171 General Microbiology (4)Fundamental principles of microbiology and of organisms including their structure, physiology, genetics, pathogenicity, classification, mechanisms of cultivation and control. Three-hour lecture and three-hour lab weekly. Prerequisites: BSCI 30140 and CHEM 10060 and 10061 and 10062 and 10063. Special fee: $50 flat fee—subject to change.30267 Plant Physiology (4)Survey of physiological and biochemical processes, their interactions and effect on plant growth and behavior. Three-hour lecture and three-hour lab weekly. Prerequisites: BSCI 30140 and CHEM 10060 and 10061 and 10062 and 10063.30274 Forestry (2)Management of the forest resource within appropriate environmental constraints for sustained use relative to watershed protection, lumber production, recreation and wildlife. One-hour lecture and three-hour lab weekly. Prerequisites: BSCI 10110 and 10120.30275 Local Flora (4)Identification and field study of local plants: native, naturalized and cultivated. Two-hour lecture and six-hour lab weekly. Prerequisites: BSCI 10110 and 10120. Special fee: $50 flat fee—subject to change.30277 Economic Botany (2)Biology of plants important to man and their relation to climate and geography. Two-hour lecture weekly. Prerequisites: BSCI 10110 and 10120.30360 General Ecology (4)Principles of ecology based on field studies of local plant and animal communities. Three-hour lecture and three-hour lab weekly. Prerequisites: BSCI 10110 and 10120 and MATH 11011 and junior or senior standing.Special fee: $30 flat fee—subject to change.30361 Biogeography (3)Geographical distribution of biotic communities with special reference to North America and to their environmental control. Three-hour lecture weekly. Prerequisites: BSCI 10110 and 10120.30518 Vertebrate Anatomy (4)Concepts and methods of functional morphology. Comparative study of vertebrate organs and systems: skeletal, muscular, digestive, respiratory, circulatory, urogenital, nervous and endocrine. Three-hour lecture and three-hour lab weekly."
10110,and 10120; and 9 credit hours of chemistry (CHEM) courses.30050 Human Genetics,BSCI,BSCI 40430,"Modern concepts of genetics applicable to the human, including examination of genetically related diseases and their societal implications. Prerequisites: 8 credit hours of biology and 5 credit hours of chemistry.30140 Cell Biology (4)Investigation of the cell as the fundamental unit of life with an emphasis on the relationship between cellular structure and function. Three-hour lecture and three-hour lab weekly. Prerequisites: BSCI 10110 and 10120 and CHEM 10060 and 10061 and 10062 and 10063. Special fee: $50 flat fee—subject to change. 30156 Elements of Genetics (3)Principles of organic mechanisms for expression and transmission of traits as studied in molecules, cells, organisms and populations. Prerequisites: BSCI 10110 and 10120.30171 General Microbiology (4)Fundamental principles of microbiology and of organisms including their structure, physiology, genetics, pathogenicity, classification, mechanisms of cultivation and control. Three-hour lecture and three-hour lab weekly. Prerequisites: BSCI 30140 and CHEM 10060 and 10061 and 10062 and 10063. Special fee: $50 flat fee—subject to change.30267 Plant Physiology (4)Survey of physiological and biochemical processes, their interactions and effect on plant growth and behavior. Three-hour lecture and three-hour lab weekly. Prerequisites: BSCI 30140 and CHEM 10060 and 10061 and 10062 and 10063.30274 Forestry (2)Management of the forest resource within appropriate environmental constraints for sustained use relative to watershed protection, lumber production, recreation and wildlife. One-hour lecture and three-hour lab weekly. Prerequisites: BSCI 10110 and 10120.30275 Local Flora (4)Identification and field study of local plants: native, naturalized and cultivated. Two-hour lecture and six-hour lab weekly. Prerequisites: BSCI 10110 and 10120. Special fee: $50 flat fee—subject to change.30277 Economic Botany (2)Biology of plants important to man and their relation to climate and geography. Two-hour lecture weekly. Prerequisites: BSCI 10110 and 10120.30360 General Ecology (4)Principles of ecology based on field studies of local plant and animal communities. Three-hour lecture and three-hour lab weekly. Prerequisites: BSCI 10110 and 10120 and MATH 11011 and junior or senior standing.Special fee: $30 flat fee—subject to change.30361 Biogeography (3)Geographical distribution of biotic communities with special reference to North America and to their environmental control. Three-hour lecture weekly. Prerequisites: BSCI 10110 and 10120.30518 Vertebrate Anatomy (4)Concepts and methods of functional morphology. Comparative study of vertebrate organs and systems: skeletal, muscular, digestive, respiratory, circulatory, urogenital, nervous and endocrine. Three-hour lecture and three-hour lab weekly."
30140,Cell Biology,BSCI,BSCI 40430,"Investigation of the cell as the fundamental unit of life with an emphasis on the relationship between cellular structure and function. Three-hour lecture and three-hour lab weekly. Prerequisites: BSCI 10110 and 10120 and CHEM 10060 and 10061 and 10062 and 10063. Special fee: $50 flat fee—subject to change. 30156 Elements of Genetics (3)Principles of organic mechanisms for expression and transmission of traits as studied in molecules, cells, organisms and populations. Prerequisites: BSCI 10110 and 10120.30171 General Microbiology (4)Fundamental principles of microbiology and of organisms including their structure, physiology, genetics, pathogenicity, classification, mechanisms of cultivation and control. Three-hour lecture and three-hour lab weekly. Prerequisites: BSCI 30140 and CHEM 10060 and 10061 and 10062 and 10063. Special fee: $50 flat fee—subject to change.30267 Plant Physiology (4)Survey of physiological and biochemical processes, their interactions and effect on plant growth and behavior. Three-hour lecture and three-hour lab weekly. Prerequisites: BSCI 30140 and CHEM 10060 and 10061 and 10062 and 10063.30274 Forestry (2)Management of the forest resource within appropriate environmental constraints for sustained use relative to watershed protection, lumber production, recreation and wildlife. One-hour lecture and three-hour lab weekly. Prerequisites: BSCI 10110 and 10120.30275 Local Flora (4)Identification and field study of local plants: native, naturalized and cultivated. Two-hour lecture and six-hour lab weekly. Prerequisites: BSCI 10110 and 10120. Special fee: $50 flat fee—subject to change.30277 Economic Botany (2)Biology of plants important to man and their relation to climate and geography. Two-hour lecture weekly. Prerequisites: BSCI 10110 and 10120.30360 General Ecology (4)Principles of ecology based on field studies of local plant and animal communities. Three-hour lecture and three-hour lab weekly. Prerequisites: BSCI 10110 and 10120 and MATH 11011 and junior or senior standing.Special fee: $30 flat fee—subject to change.30361 Biogeography (3)Geographical distribution of biotic communities with special reference to North America and to their environmental control. Three-hour lecture weekly. Prerequisites: BSCI 10110 and 10120.30518 Vertebrate Anatomy (4)Concepts and methods of functional morphology. Comparative study of vertebrate organs and systems: skeletal, muscular, digestive, respiratory, circulatory, urogenital, nervous and endocrine. Three-hour lecture and three-hour lab weekly."
10110,and 10120 and CHEM 10060 and 10061 and 10062 and 10063. Special fee: $50 flat fee—subject to change. 30156 Elements of Genetics,BSCI,BSCI 40430,"Principles of organic mechanisms for expression and transmission of traits as studied in molecules, cells, organisms and populations. Prerequisites: BSCI 10110 and 10120.30171 General Microbiology (4)Fundamental principles of microbiology and of organisms including their structure, physiology, genetics, pathogenicity, classification, mechanisms of cultivation and control. Three-hour lecture and three-hour lab weekly. Prerequisites: BSCI 30140 and CHEM 10060 and 10061 and 10062 and 10063. Special fee: $50 flat fee—subject to change.30267 Plant Physiology (4)Survey of physiological and biochemical processes, their interactions and effect on plant growth and behavior. Three-hour lecture and three-hour lab weekly. Prerequisites: BSCI 30140 and CHEM 10060 and 10061 and 10062 and 10063.30274 Forestry (2)Management of the forest resource within appropriate environmental constraints for sustained use relative to watershed protection, lumber production, recreation and wildlife. One-hour lecture and three-hour lab weekly. Prerequisites: BSCI 10110 and 10120.30275 Local Flora (4)Identification and field study of local plants: native, naturalized and cultivated. Two-hour lecture and six-hour lab weekly. Prerequisites: BSCI 10110 and 10120. Special fee: $50 flat fee—subject to change.30277 Economic Botany (2)Biology of plants important to man and their relation to climate and geography. Two-hour lecture weekly. Prerequisites: BSCI 10110 and 10120.30360 General Ecology (4)Principles of ecology based on field studies of local plant and animal communities. Three-hour lecture and three-hour lab weekly. Prerequisites: BSCI 10110 and 10120 and MATH 11011 and junior or senior standing.Special fee: $30 flat fee—subject to change.30361 Biogeography (3)Geographical distribution of biotic communities with special reference to North America and to their environmental control. Three-hour lecture weekly. Prerequisites: BSCI 10110 and 10120.30518 Vertebrate Anatomy (4)Concepts and methods of functional morphology. Comparative study of vertebrate organs and systems: skeletal, muscular, digestive, respiratory, circulatory, urogenital, nervous and endocrine. Three-hour lecture and three-hour lab weekly."
10110,and 10120.30171 General Microbiology,BSCI,BSCI 40430,"Fundamental principles of microbiology and of organisms including their structure, physiology, genetics, pathogenicity, classification, mechanisms of cultivation and control. Three-hour lecture and three-hour lab weekly. Prerequisites: BSCI 30140 and CHEM 10060 and 10061 and 10062 and 10063. Special fee: $50 flat fee—subject to change.30267 Plant Physiology (4)Survey of physiological and biochemical processes, their interactions and effect on plant growth and behavior. Three-hour lecture and three-hour lab weekly. Prerequisites: BSCI 30140 and CHEM 10060 and 10061 and 10062 and 10063.30274 Forestry (2)Management of the forest resource within appropriate environmental constraints for sustained use relative to watershed protection, lumber production, recreation and wildlife. One-hour lecture and three-hour lab weekly. Prerequisites: BSCI 10110 and 10120.30275 Local Flora (4)Identification and field study of local plants: native, naturalized and cultivated. Two-hour lecture and six-hour lab weekly. Prerequisites: BSCI 10110 and 10120. Special fee: $50 flat fee—subject to change.30277 Economic Botany (2)Biology of plants important to man and their relation to climate and geography. Two-hour lecture weekly. Prerequisites: BSCI 10110 and 10120.30360 General Ecology (4)Principles of ecology based on field studies of local plant and animal communities. Three-hour lecture and three-hour lab weekly. Prerequisites: BSCI 10110 and 10120 and MATH 11011 and junior or senior standing.Special fee: $30 flat fee—subject to change.30361 Biogeography (3)Geographical distribution of biotic communities with special reference to North America and to their environmental control. Three-hour lecture weekly. Prerequisites: BSCI 10110 and 10120.30518 Vertebrate Anatomy (4)Concepts and methods of functional morphology. Comparative study of vertebrate organs and systems: skeletal, muscular, digestive, respiratory, circulatory, urogenital, nervous and endocrine. Three-hour lecture and three-hour lab weekly."
30140,and CHEM 10060 and 10061 and 10062 and 10063. Special fee: $50 flat fee—subject to change.30267 Plant Physiology,BSCI,BSCI 40430,"Survey of physiological and biochemical processes, their interactions and effect on plant growth and behavior. Three-hour lecture and three-hour lab weekly. Prerequisites: BSCI 30140 and CHEM 10060 and 10061 and 10062 and 10063.30274 Forestry (2)Management of the forest resource within appropriate environmental constraints for sustained use relative to watershed protection, lumber production, recreation and wildlife. One-hour lecture and three-hour lab weekly. Prerequisites: BSCI 10110 and 10120.30275 Local Flora (4)Identification and field study of local plants: native, naturalized and cultivated. Two-hour lecture and six-hour lab weekly. Prerequisites: BSCI 10110 and 10120. Special fee: $50 flat fee—subject to change.30277 Economic Botany (2)Biology of plants important to man and their relation to climate and geography. Two-hour lecture weekly. Prerequisites: BSCI 10110 and 10120.30360 General Ecology (4)Principles of ecology based on field studies of local plant and animal communities. Three-hour lecture and three-hour lab weekly. Prerequisites: BSCI 10110 and 10120 and MATH 11011 and junior or senior standing.Special fee: $30 flat fee—subject to change.30361 Biogeography (3)Geographical distribution of biotic communities with special reference to North America and to their environmental control. Three-hour lecture weekly. Prerequisites: BSCI 10110 and 10120.30518 Vertebrate Anatomy (4)Concepts and methods of functional morphology. Comparative study of vertebrate organs and systems: skeletal, muscular, digestive, respiratory, circulatory, urogenital, nervous and endocrine. Three-hour lecture and three-hour lab weekly."
30140,and CHEM 10060 and 10061 and 10062 and 10063.30274 Forestry,BSCI,BSCI 40430,"Management of the forest resource within appropriate environmental constraints for sustained use relative to watershed protection, lumber production, recreation and wildlife. One-hour lecture and three-hour lab weekly. Prerequisites: BSCI 10110 and 10120.30275 Local Flora (4)Identification and field study of local plants: native, naturalized and cultivated. Two-hour lecture and six-hour lab weekly. Prerequisites: BSCI 10110 and 10120. Special fee: $50 flat fee—subject to change.30277 Economic Botany (2)Biology of plants important to man and their relation to climate and geography. Two-hour lecture weekly. Prerequisites: BSCI 10110 and 10120.30360 General Ecology (4)Principles of ecology based on field studies of local plant and animal communities. Three-hour lecture and three-hour lab weekly. Prerequisites: BSCI 10110 and 10120 and MATH 11011 and junior or senior standing.Special fee: $30 flat fee—subject to change.30361 Biogeography (3)Geographical distribution of biotic communities with special reference to North America and to their environmental control. Three-hour lecture weekly. Prerequisites: BSCI 10110 and 10120.30518 Vertebrate Anatomy (4)Concepts and methods of functional morphology. Comparative study of vertebrate organs and systems: skeletal, muscular, digestive, respiratory, circulatory, urogenital, nervous and endocrine. Three-hour lecture and three-hour lab weekly."
10110,and 10120.30275 Local Flora,BSCI,BSCI 40430,"Identification and field study of local plants: native, naturalized and cultivated. Two-hour lecture and six-hour lab weekly. Prerequisites: BSCI 10110 and 10120. Special fee: $50 flat fee—subject to change.30277 Economic Botany (2)Biology of plants important to man and their relation to climate and geography. Two-hour lecture weekly. Prerequisites: BSCI 10110 and 10120.30360 General Ecology (4)Principles of ecology based on field studies of local plant and animal communities. Three-hour lecture and three-hour lab weekly. Prerequisites: BSCI 10110 and 10120 and MATH 11011 and junior or senior standing.Special fee: $30 flat fee—subject to change.30361 Biogeography (3)Geographical distribution of biotic communities with special reference to North America and to their environmental control. Three-hour lecture weekly. Prerequisites: BSCI 10110 and 10120.30518 Vertebrate Anatomy (4)Concepts and methods of functional morphology. Comparative study of vertebrate organs and systems: skeletal, muscular, digestive, respiratory, circulatory, urogenital, nervous and endocrine. Three-hour lecture and three-hour lab weekly."
10110,and 10120. Special fee: $50 flat fee—subject to change.30277 Economic Botany,BSCI,BSCI 40430,"Biology of plants important to man and their relation to climate and geography. Two-hour lecture weekly. Prerequisites: BSCI 10110 and 10120.30360 General Ecology (4)Principles of ecology based on field studies of local plant and animal communities. Three-hour lecture and three-hour lab weekly. Prerequisites: BSCI 10110 and 10120 and MATH 11011 and junior or senior standing.Special fee: $30 flat fee—subject to change.30361 Biogeography (3)Geographical distribution of biotic communities with special reference to North America and to their environmental control. Three-hour lecture weekly. Prerequisites: BSCI 10110 and 10120.30518 Vertebrate Anatomy (4)Concepts and methods of functional morphology. Comparative study of vertebrate organs and systems: skeletal, muscular, digestive, respiratory, circulatory, urogenital, nervous and endocrine. Three-hour lecture and three-hour lab weekly."
10110,and 10120.30360 General Ecology,BSCI,BSCI 40430,"Principles of ecology based on field studies of local plant and animal communities. Three-hour lecture and three-hour lab weekly. Prerequisites: BSCI 10110 and 10120 and MATH 11011 and junior or senior standing.Special fee: $30 flat fee—subject to change.30361 Biogeography (3)Geographical distribution of biotic communities with special reference to North America and to their environmental control. Three-hour lecture weekly. Prerequisites: BSCI 10110 and 10120.30518 Vertebrate Anatomy (4)Concepts and methods of functional morphology. Comparative study of vertebrate organs and systems: skeletal, muscular, digestive, respiratory, circulatory, urogenital, nervous and endocrine. Three-hour lecture and three-hour lab weekly."
10110,and 10120 and MATH 11011 and junior or senior standing.Special fee: $30 flat fee—subject to change.30361 Biogeography,BSCI,BSCI 40430,"Geographical distribution of biotic communities with special reference to North America and to their environmental control. Three-hour lecture weekly. Prerequisites: BSCI 10110 and 10120.30518 Vertebrate Anatomy (4)Concepts and methods of functional morphology. Comparative study of vertebrate organs and systems: skeletal, muscular, digestive, respiratory, circulatory, urogenital, nervous and endocrine. Three-hour lecture and three-hour lab weekly."
10110,and 10120.30518 Vertebrate Anatomy,BSCI,BSCI 40430,"Concepts and methods of functional morphology. Comparative study of vertebrate organs and systems: skeletal, muscular, digestive, respiratory, circulatory, urogenital, nervous and endocrine. Three-hour lecture and three-hour lab weekly."
10110,or 10120. Special fee: $50 flat fee—subject to change.30519 Vertebrate Embryology and Developmental Anatomy,BSCI,BSCI 40430,"Gametogenesis, fertilization, embryogenesis, organogenesis, normal/abnormal embryological development; emphasizing mammal; amphibian, bird illustrating general principles and concepts. Lab studies of frog, chick, pig developmental anatomy. Three one-hour lectures and one three-hour lab. Prerequisites: BSCI 20001 or 30518; and 30140. Special fee: $25 flat fee—subject to change.30560 Invertebrate Zoology (4)Survey of the animal kingdom emphasizing evolutionary developments. Three-hour lecture and three-hour lab weekly. Prerequisites: BSCI 10110 and 10120. Special fee: $40 flat fee—subject to change.30580 Entomology (4)Classification, biology and ecology of the principal groups of insects. Three-hour lecture and three-hour lab weekly. Prerequisites: BSCI 10110 and 10120 and 10 credit hours of biology (BSCI) courses. Special fee: $25 flat fee—subject to change.30582 Ornithology (4)Field study of natural history of local birds. Three-hour lecture and three-hour lab weekly. Prerequisites: BSCI 10110 and 10120. Special fee: $50 flat fee—subject to change.40020 Biology of Aging (3)Aging in cells, plants and animals, including man; maintaining human health during aging; current theories of aging. Three-hour lecture weekly. Prerequisites: BSCI 20020 and CHEM 10050 and 10052.40099 Senior Honors Thesis (1-10)Honors thesis research project completed during the senior year with BSCI faculty mentor and research committee. Maximum of 4 credit hours to count toward BSCI degrees as upper-division elective hours. IP grade permissible."
20001,or 30518; and 30140. Special fee: $25 flat fee—subject to change.30560 Invertebrate Zoology,BSCI,BSCI 40430,"Survey of the animal kingdom emphasizing evolutionary developments. Three-hour lecture and three-hour lab weekly. Prerequisites: BSCI 10110 and 10120. Special fee: $40 flat fee—subject to change.30580 Entomology (4)Classification, biology and ecology of the principal groups of insects. Three-hour lecture and three-hour lab weekly. Prerequisites: BSCI 10110 and 10120 and 10 credit hours of biology (BSCI) courses. Special fee: $25 flat fee—subject to change.30582 Ornithology (4)Field study of natural history of local birds. Three-hour lecture and three-hour lab weekly. Prerequisites: BSCI 10110 and 10120. Special fee: $50 flat fee—subject to change.40020 Biology of Aging (3)Aging in cells, plants and animals, including man; maintaining human health during aging; current theories of aging. Three-hour lecture weekly. Prerequisites: BSCI 20020 and CHEM 10050 and 10052.40099 Senior Honors Thesis (1-10)Honors thesis research project completed during the senior year with BSCI faculty mentor and research committee. Maximum of 4 credit hours to count toward BSCI degrees as upper-division elective hours. IP grade permissible."
10110,and 10120. Special fee: $40 flat fee—subject to change.30580 Entomology,BSCI,BSCI 40430,"Classification, biology and ecology of the principal groups of insects. Three-hour lecture and three-hour lab weekly. Prerequisites: BSCI 10110 and 10120 and 10 credit hours of biology (BSCI) courses. Special fee: $25 flat fee—subject to change.30582 Ornithology (4)Field study of natural history of local birds. Three-hour lecture and three-hour lab weekly. Prerequisites: BSCI 10110 and 10120. Special fee: $50 flat fee—subject to change.40020 Biology of Aging (3)Aging in cells, plants and animals, including man; maintaining human health during aging; current theories of aging. Three-hour lecture weekly. Prerequisites: BSCI 20020 and CHEM 10050 and 10052.40099 Senior Honors Thesis (1-10)Honors thesis research project completed during the senior year with BSCI faculty mentor and research committee. Maximum of 4 credit hours to count toward BSCI degrees as upper-division elective hours. IP grade permissible."
10110,and 10120 and 10 credit hours of biology (BSCI) courses. Special fee: $25 flat fee—subject to change.30582 Ornithology,BSCI,BSCI 40430,"Field study of natural history of local birds. Three-hour lecture and three-hour lab weekly. Prerequisites: BSCI 10110 and 10120. Special fee: $50 flat fee—subject to change.40020 Biology of Aging (3)Aging in cells, plants and animals, including man; maintaining human health during aging; current theories of aging. Three-hour lecture weekly. Prerequisites: BSCI 20020 and CHEM 10050 and 10052.40099 Senior Honors Thesis (1-10)Honors thesis research project completed during the senior year with BSCI faculty mentor and research committee. Maximum of 4 credit hours to count toward BSCI degrees as upper-division elective hours. IP grade permissible."
10110,and 10120. Special fee: $50 flat fee—subject to change.40020 Biology of Aging,BSCI,BSCI 40430,"Aging in cells, plants and animals, including man; maintaining human health during aging; current theories of aging. Three-hour lecture weekly. Prerequisites: BSCI 20020 and CHEM 10050 and 10052.40099 Senior Honors Thesis (1-10)Honors thesis research project completed during the senior year with BSCI faculty mentor and research committee. Maximum of 4 credit hours to count toward BSCI degrees as upper-division elective hours. IP grade permissible."
20020,"and CHEM 10050 and 10052.40099 Senior Honors Thesis (1-10)Honors thesis research project completed during the senior year with BSCI faculty mentor and research committee. Maximum of 4 credit hours to count toward BSCI degrees as upper-division elective hours. IP grade permissible. Prerequisite: departmental, faculty mentor and Honors College approval.40142 Bioenergetics",BSCI,BSCI 40430,"Lecture and discussion of respiration and photosynthesis, their origin, development and control in living systems. Concepts are introduced from fundamental principles. Three-hour lecture weekly. Prerequisites: BSCI 30140; and CHEM 20481 or 30481.40143 Eukaryotic Cell Biology (3)Current survey of the structure and function of eukaryotic cells, including recent advances in research technology. Three-hour lecture weekly. Prerequisites: BSCI 30140; and CHEM 20481 or 30481.40158 Molecular Biology (3)Molecular genetics, DNA and RNA structure, chromosomes, DNA replication, recombination, genetic transcription and translation, gene expression, current concepts and technologies. Prerequisites: BSCI 30140 and 30156.40159 Molecular Biology Lab (2)Experience in research methods for studying cellular and molecular processes in plant and animal systems. Lab meets six hours weekly. Prerequisites: BSCI 30140; and BSCI 40143 or 40158; and CHEM 20481 or 30481; and CHEM 30475. Special fee: $50 flat fee—subject to change.40160 Marine Biology (3)Natural history and ecology of marine organisms, with emphasis on life in coastal habitats. Lecture three hours."
20481,or 30481.40143 Eukaryotic Cell Biology,BSCI,BSCI 40430,"Current survey of the structure and function of eukaryotic cells, including recent advances in research technology. Three-hour lecture weekly. Prerequisites: BSCI 30140; and CHEM 20481 or 30481.40158 Molecular Biology (3)Molecular genetics, DNA and RNA structure, chromosomes, DNA replication, recombination, genetic transcription and translation, gene expression, current concepts and technologies. Prerequisites: BSCI 30140 and 30156.40159 Molecular Biology Lab (2)Experience in research methods for studying cellular and molecular processes in plant and animal systems. Lab meets six hours weekly. Prerequisites: BSCI 30140; and BSCI 40143 or 40158; and CHEM 20481 or 30481; and CHEM 30475. Special fee: $50 flat fee—subject to change.40160 Marine Biology (3)Natural history and ecology of marine organisms, with emphasis on life in coastal habitats. Lecture three hours."
20481,or 30481.40158 Molecular Biology,BSCI,BSCI 40430,"Molecular genetics, DNA and RNA structure, chromosomes, DNA replication, recombination, genetic transcription and translation, gene expression, current concepts and technologies. Prerequisites: BSCI 30140 and 30156.40159 Molecular Biology Lab (2)Experience in research methods for studying cellular and molecular processes in plant and animal systems. Lab meets six hours weekly. Prerequisites: BSCI 30140; and BSCI 40143 or 40158; and CHEM 20481 or 30481; and CHEM 30475. Special fee: $50 flat fee—subject to change.40160 Marine Biology (3)Natural history and ecology of marine organisms, with emphasis on life in coastal habitats. Lecture three hours."
30140,and 30156.40159 Molecular Biology Lab,BSCI,BSCI 40430,"Experience in research methods for studying cellular and molecular processes in plant and animal systems. Lab meets six hours weekly. Prerequisites: BSCI 30140; and BSCI 40143 or 40158; and CHEM 20481 or 30481; and CHEM 30475. Special fee: $50 flat fee—subject to change.40160 Marine Biology (3)Natural history and ecology of marine organisms, with emphasis on life in coastal habitats. Lecture three hours."
40143,or 40158; and CHEM 20481 or 30481; and CHEM 30475. Special fee: $50 flat fee—subject to change.40160 Marine Biology,BSCI,BSCI 40430,"Natural history and ecology of marine organisms, with emphasis on life in coastal habitats. Lecture three hours."
40163,Organic Evolution,BSCI,BSCI 40430,"History of evolutionary theory, the evidences of evolution, the evolutionary forces and the products of these forces. Three-hour lecture weekly. Prerequisites: BSCI 30156 and 4 hours of biology (BSCI) courses.40164 Molecular Systematics and Phylogenetics (4)Modern methods used in systematics, DNA sequencing, DNA fingerprinting, phylogenetic analysis and interpretation of character evolution. Three-hour lecture and three-hour lab weekly."
30156,and 4 hours of biology (BSCI) courses.40164 Molecular Systematics and Phylogenetics,BSCI,BSCI 40430,"Modern methods used in systematics, DNA sequencing, DNA fingerprinting, phylogenetic analysis and interpretation of character evolution. Three-hour lecture and three-hour lab weekly."
40165,History of Biology,BSCI,BSCI 40430,"Historical development of biology from antiquity to the present. Lecture two hours weekly. Prerequisites: BSCI 10110 and 10120.40170 Stream Biology (3)Identification, biology and ecology of stream-inhabiting organisms. Two-hour lecture, three-hour laboratory weekly. Prerequisites: BSCI 10110 and 10120.40174 Immunology (3)Survey of the mammalian host responses to self and nonself with emphasis on the cellular and molecular mechanisms by which innate and acquired immunity result. Experimental design and data analyses are related to current methodologies used to study immunology. Lectures three hours weekly. Prerequisites: BSCI 30171 and CHEM 10060 and 10061 and 10062 and 10063.40191 Senior Seminar (1)A capstone seminar course to examine biological topics and scientific contributions across subdisciplines. Discussion of current problems in the biological sciences related to societal needs and concerns. Prerequisites: biology (BSCI) major and junior standing.40192 Internship in Biological Sciences (3-12)Work experience and training in the biological sciences under the supervision of appropriate personnel in a government agency, nonprofit organization, or business. Maximum of 4 credit hours to count toward BSCI degrees as upper-division elective hours. Prerequisites: 18 hours of biology (BSCI) and 2.75 minimum GPA in biology coursework and special approval.40193 Variable Title Workshop in Biological Sciences (1-6)Topics to be offered will meet specific needs in the biological sciences. S/U graded."
