Course Number,Course Name,Department,Prerequisites,Description
31011,with a grade of C- (1.7) or better; and a journalism and mass communication (JMC) major; and a score of at least 70 percent on the Grammar Usage and Punctuation (GUP) test.31003Advertising Media Planning,JMC,2,"Analysis, selection and scheduling of advertising media. Examination of advertising research technique and application. Prerequisites: 2.75 cumulative GPA; and a grade of B- (2.7) or better in JMC 20004; and JMC 20008 and 21001 with a grade of C- (1.7) or better; and a journalism and mass communication (JMC) major; and a score of at least 70 percent on the Grammar Usage and Punctuation (GUP) test.31011Creative Advertising Strategies (3)Advertising majors learn problem-solving techniques, which they will apply to business and creative proposals designed to promote products and/or services. Development of good, clear writing skills is a key component of the course. Prerequisites: 2.75 overall GPA and a grade of B- (2.7) or better in JMC 20004 and JMC 21001 with a grade of C- (1.7) or better.32001Photojournalism I (3)Production of photographs for newspapers, magazines and online news media. A laboratory course emphasizing color and black-and-white photography. Prerequisites: 2.75 overall GPA and a grade of B- (2.7) or better in JMC 20004; and JMC 22001 with a grade of C- (1.7) or better and VCD 37000 with a grade of C- (1.7) or better and a journalism and mass communication (JMC) major and a score of at least 70 percent on the Grammar Usage and Punctuation (GUP) test. Special fee: $55 flat fee—subject to change.32002Photojournalism II (3)Continuation of JMC 32001. Advanced news and feature photography for newspapers, magazines and online, including a collaborative project. May be repeated once."
20008,and 21001 with a grade of C- (1.7) or better; and a journalism and mass communication (JMC) major; and a score of at least 70 percent on the Grammar Usage and Punctuation (GUP) test.31011Creative Advertising Strategies,JMC,2,"Advertising majors learn problem-solving techniques, which they will apply to business and creative proposals designed to promote products and/or services. Development of good, clear writing skills is a key component of the course. Prerequisites: 2.75 overall GPA and a grade of B- (2.7) or better in JMC 20004 and JMC 21001 with a grade of C- (1.7) or better.32001Photojournalism I (3)Production of photographs for newspapers, magazines and online news media. A laboratory course emphasizing color and black-and-white photography. Prerequisites: 2.75 overall GPA and a grade of B- (2.7) or better in JMC 20004; and JMC 22001 with a grade of C- (1.7) or better and VCD 37000 with a grade of C- (1.7) or better and a journalism and mass communication (JMC) major and a score of at least 70 percent on the Grammar Usage and Punctuation (GUP) test. Special fee: $55 flat fee—subject to change.32002Photojournalism II (3)Continuation of JMC 32001. Advanced news and feature photography for newspapers, magazines and online, including a collaborative project. May be repeated once."
20004,and JMC 21001 with a grade of C- (1.7) or better.32001Photojournalism I,JMC,2,"Production of photographs for newspapers, magazines and online news media. A laboratory course emphasizing color and black-and-white photography. Prerequisites: 2.75 overall GPA and a grade of B- (2.7) or better in JMC 20004; and JMC 22001 with a grade of C- (1.7) or better and VCD 37000 with a grade of C- (1.7) or better and a journalism and mass communication (JMC) major and a score of at least 70 percent on the Grammar Usage and Punctuation (GUP) test. Special fee: $55 flat fee—subject to change.32002Photojournalism II (3)Continuation of JMC 32001. Advanced news and feature photography for newspapers, magazines and online, including a collaborative project. May be repeated once."
22001,with a grade of C- (1.7) or better and VCD 37000 with a grade of C- (1.7) or better and a journalism and mass communication (JMC) major and a score of at least 70 percent on the Grammar Usage and Punctuation (GUP) test. Special fee: $55 flat fee—subject to change.32002Photojournalism II,JMC,2,"Continuation of JMC 32001. Advanced news and feature photography for newspapers, magazines and online, including a collaborative project. May be repeated once."
32001,with a grade of C- (1.7) or better and a journalism and mass communication (JMC) major. Special fee: $55 flat fee—subject to change.32003Photo Technology,JMC,2,"(Cross-listed with VCD 38003) Photographic materials and processes. Emulsion sensitometry (applied as the ""Zone System""). Photographic lens testing, etc. Camera and hand-held exposure meter needed. Prerequisites: JMC 22001 and journalism and mass communication (JMC) major. Special fee: $45 flat fee—subject to change.32004Advanced Photography (3)(Cross-listed with VCD 38004) Use of specialized equipment, materials and techniques. Student furnishes own view camera. Special equipment furnished. Prerequisites: JMC 22001 and journalism and mass communication (JMC) major. Special fee: $45 flat fee—subject to change. 32008Photo-Design Techniques (3)(Cross-listed with VCD 38008) Use of unusual photographic materials and techniques in design of images for many purposes."
22001,and journalism and mass communication (JMC) major. Special fee: $45 flat fee—subject to change.32004Advanced Photography,JMC,2,"(Cross-listed with VCD 38004) Use of specialized equipment, materials and techniques. Student furnishes own view camera. Special equipment furnished. Prerequisites: JMC 22001 and journalism and mass communication (JMC) major. Special fee: $45 flat fee—subject to change. 32008Photo-Design Techniques (3)(Cross-listed with VCD 38008) Use of unusual photographic materials and techniques in design of images for many purposes."
22001,and journalism and mass communication (JMC) major. Special fee: $45 flat fee—subject to change. 32008Photo-Design Techniques,JMC,2,(Cross-listed with VCD 38008) Use of unusual photographic materials and techniques in design of images for many purposes.
20003,with a grade of C- (1.7) or better. Special fee: $45 flat fee—subject to change.33032Audio Studio Production,JMC,2,"Production of in-studio audio programming units, with laboratory unit required as part of course. Prerequisites: 2.75 overall GPA and JMC 23031 with a grade of C- (1.7) or better and a journalism and mass communication (JMC) major. Special fee: $60 flat fee—subject to change.33033Audio Field Production (3)A study of the theory and craft of audio field production, providing analysis and practice of remote information gathering techniques and music recording."
23031,with a grade of C- (1.7) or better and a journalism and mass communication (JMC) major. Special fee: $60 flat fee—subject to change.33033Audio Field Production,JMC,2,"A study of the theory and craft of audio field production, providing analysis and practice of remote information gathering techniques and music recording."
23031,with a grade of C- (1.7) or better and a journalism and mass communication (JMC) major and a score of 70 percent or better on the Grammar Usage and Punctuation (GUP) test. Special fee: $60 flat fee—subject to change.33036Basic Media Engineering,JMC,2,"Introduction to basic electronic media technology and systems, providing knowledge and vocabulary to allow communication with broadcast engineers. Overview of radio/TV operations and legal viewpoint. Preparation for SBE operators' certification exam. Prerequisites: 2.75 overall GPA and MATH 11009 and JMC 23030 and 23031 both with a grade of C- (1.7) or better and a journalism and mass communication (JMC) major and a score of at least 70 percent on the Grammar Usage and Punctuation (GUP) test.33042Video Studio Production (3)Study of producing and directing various types of video studio programs. Two hours lecture, two hours lab. Prerequisites: 2.75 overall GPA and JMC 23030 and 30004 both with a grade of C- (1.7) or better and a journalism and mass communication (JMC) major. Special fee: $60 flat fee—subject to change. 33043Video Field Production (3)Producing programs and packages with portable video equipment outside the studio. Editing program material. Two hours lecture, three hours lab. Prerequisites: 2.75 overall GPA and JMC 22002 and 22003 and 23030 all with a grade of C- (1.7) or better and a journalism and mass communication (JMC) major and a score of at least 70 percent of the Grammar Usage and Punctuation (GUP) test. Special fee: $60 flat fee—subject to change. 33092Radio-Television Operations (1-3)(Repeatable up to 3 credit hours).Performance of assigned activities in radio or television under faculty supervision. S/U grading. Prerequisites: 2.75 overall GPA and JMC 20003 with a grade of C- (1.7) or better and sophomore standing and special approval. 34038  Media Sales and Sales Management (3)Selling techniques in electronic and print media; sales policies, procedures; rate card structure, sales proposals and related promotional aspects. Prerequisites: 2.75 overall GPA and JMC 30034 or 31003 either with a grade of C- (1.7) or better and a journalism and mass communication (JMC) major. 34050Promotions for Electronic Media (3)Fundamentals and latest trends in broadcast and cable promotion, including branding, advertising and marketing. Prerequisites: JMC 20008 and journalism and mass communication (JMC) major. 36005Copyediting (3)Improving the writing of other journalists and writing headlines. Intensive review of AP Style and grammar."
11009,and JMC 23030 and 23031 both with a grade of C- (1.7) or better and a journalism and mass communication (JMC) major and a score of at least 70 percent on the Grammar Usage and Punctuation (GUP) test.33042Video Studio Production,JMC,2,"Study of producing and directing various types of video studio programs. Two hours lecture, two hours lab. Prerequisites: 2.75 overall GPA and JMC 23030 and 30004 both with a grade of C- (1.7) or better and a journalism and mass communication (JMC) major. Special fee: $60 flat fee—subject to change. 33043Video Field Production (3)Producing programs and packages with portable video equipment outside the studio. Editing program material. Two hours lecture, three hours lab. Prerequisites: 2.75 overall GPA and JMC 22002 and 22003 and 23030 all with a grade of C- (1.7) or better and a journalism and mass communication (JMC) major and a score of at least 70 percent of the Grammar Usage and Punctuation (GUP) test. Special fee: $60 flat fee—subject to change. 33092Radio-Television Operations (1-3)(Repeatable up to 3 credit hours).Performance of assigned activities in radio or television under faculty supervision. S/U grading. Prerequisites: 2.75 overall GPA and JMC 20003 with a grade of C- (1.7) or better and sophomore standing and special approval. 34038  Media Sales and Sales Management (3)Selling techniques in electronic and print media; sales policies, procedures; rate card structure, sales proposals and related promotional aspects. Prerequisites: 2.75 overall GPA and JMC 30034 or 31003 either with a grade of C- (1.7) or better and a journalism and mass communication (JMC) major. 34050Promotions for Electronic Media (3)Fundamentals and latest trends in broadcast and cable promotion, including branding, advertising and marketing. Prerequisites: JMC 20008 and journalism and mass communication (JMC) major. 36005Copyediting (3)Improving the writing of other journalists and writing headlines. Intensive review of AP Style and grammar."
23030,and 30004 both with a grade of C- (1.7) or better and a journalism and mass communication (JMC) major. Special fee: $60 flat fee—subject to change. 33043Video Field Production,JMC,2,"Producing programs and packages with portable video equipment outside the studio. Editing program material. Two hours lecture, three hours lab. Prerequisites: 2.75 overall GPA and JMC 22002 and 22003 and 23030 all with a grade of C- (1.7) or better and a journalism and mass communication (JMC) major and a score of at least 70 percent of the Grammar Usage and Punctuation (GUP) test. Special fee: $60 flat fee—subject to change. 33092Radio-Television Operations (1-3)(Repeatable up to 3 credit hours).Performance of assigned activities in radio or television under faculty supervision. S/U grading. Prerequisites: 2.75 overall GPA and JMC 20003 with a grade of C- (1.7) or better and sophomore standing and special approval. 34038  Media Sales and Sales Management (3)Selling techniques in electronic and print media; sales policies, procedures; rate card structure, sales proposals and related promotional aspects. Prerequisites: 2.75 overall GPA and JMC 30034 or 31003 either with a grade of C- (1.7) or better and a journalism and mass communication (JMC) major. 34050Promotions for Electronic Media (3)Fundamentals and latest trends in broadcast and cable promotion, including branding, advertising and marketing. Prerequisites: JMC 20008 and journalism and mass communication (JMC) major. 36005Copyediting (3)Improving the writing of other journalists and writing headlines. Intensive review of AP Style and grammar."
22002,and 22003 and 23030 all with a grade of C- (1.7) or better and a journalism and mass communication (JMC) major and a score of at least 70 percent of the Grammar Usage and Punctuation (GUP) test. Special fee: $60 flat fee—subject to change. 33092Radio-Television Operations (1-3)(Repeatable up to 3 credit hours).Performance of assigned activities in radio or television under faculty supervision. S/U grading. Prerequisites: 2.75 overall GPA and JMC 20003 with a grade of C- (1.7) or better and sophomore standing and special approval. 34038  Media Sales and Sales Management,JMC,2,"Selling techniques in electronic and print media; sales policies, procedures; rate card structure, sales proposals and related promotional aspects. Prerequisites: 2.75 overall GPA and JMC 30034 or 31003 either with a grade of C- (1.7) or better and a journalism and mass communication (JMC) major. 34050Promotions for Electronic Media (3)Fundamentals and latest trends in broadcast and cable promotion, including branding, advertising and marketing. Prerequisites: JMC 20008 and journalism and mass communication (JMC) major. 36005Copyediting (3)Improving the writing of other journalists and writing headlines. Intensive review of AP Style and grammar."
30034,or 31003 either with a grade of C- (1.7) or better and a journalism and mass communication (JMC) major. 34050Promotions for Electronic Media,JMC,2,"Fundamentals and latest trends in broadcast and cable promotion, including branding, advertising and marketing. Prerequisites: JMC 20008 and journalism and mass communication (JMC) major. 36005Copyediting (3)Improving the writing of other journalists and writing headlines. Intensive review of AP Style and grammar."
20008,and journalism and mass communication (JMC) major. 36005Copyediting,JMC,2,Improving the writing of other journalists and writing headlines. Intensive review of AP Style and grammar.
26001,with a grade of C- (1.7) or better. Special fee: $30 flat fee—subject to change. 38002Public Relations Case Studies,JMC,2,"Explores the process and the practice of public relations through review and analysis of actual case studies. Students also learn PR process by planning and preparing their own case study projects for a real-world client organization. Prerequisites: 2.75 overall GPA and a grade of B- (2.7) or better in JMC 20004 and JMC 28001 with a grade of C- (1.7) or better and a score of at least 70 percent on the Grammar Usage and Punctuation (GUP) test. 40002Reporting for Mass Media (3)Theory and practice in newswriting and reporting; news values and news judgment; lead and story development; techniques of gathering information and dealing with sources of news; writing for deadline. Course may not be taken for credit, or applied toward any requirements by a journalism and mass communication (JMC) major or minor without special approval."
20004,and JMC 28001 with a grade of C- (1.7) or better and a score of at least 70 percent on the Grammar Usage and Punctuation (GUP) test. 40002Reporting for Mass Media,JMC,2,"Theory and practice in newswriting and reporting; news values and news judgment; lead and story development; techniques of gathering information and dealing with sources of news; writing for deadline. Course may not be taken for credit, or applied toward any requirements by a journalism and mass communication (JMC) major or minor without special approval."
26007,or 26008 either with a grade of C- (1.7) or better. Special fee: $30 flat fee—subject to change. 40005Feature Writing,JMC,2,"Researching, writing and placement of feature stories in publications. Prerequisites: JMC 26007 with a grade of C- (1.7) or better. Special fee: $30 flat fee—subject to change. 40006Law of Mass Communication (3)Libel and slander; privacy, copyright, obscenity; regulation of advertising, broadcasting and corporate speech; access to government; legal problems of new media. Prerequisites: journalism and mass communication (JMC) major and senior standing and special approval needed from department. 40007Reviewing the Arts (2)Reviewing and criticizing of performing, visual and literary arts. Emphasis on books, film, TV and theatre. Prerequisites: 2.75 overall GPA and a grade of B- (2.7) or better in JMC 20004 or 26001 with a C- (1.7) or better and junior or senior standing. 40008History of American Mass Communication (3)Evolution of the American mass communication/ media from beginning to present day."
26007,with a grade of C- (1.7) or better. Special fee: $30 flat fee—subject to change. 40006Law of Mass Communication,JMC,2,"Libel and slander; privacy, copyright, obscenity; regulation of advertising, broadcasting and corporate speech; access to government; legal problems of new media. Prerequisites: journalism and mass communication (JMC) major and senior standing and special approval needed from department. 40007Reviewing the Arts (2)Reviewing and criticizing of performing, visual and literary arts. Emphasis on books, film, TV and theatre. Prerequisites: 2.75 overall GPA and a grade of B- (2.7) or better in JMC 20004 or 26001 with a C- (1.7) or better and junior or senior standing. 40008History of American Mass Communication (3)Evolution of the American mass communication/ media from beginning to present day."
20004,or 26001 with a C- (1.7) or better and junior or senior standing. 40008History of American Mass Communication,JMC,2,Evolution of the American mass communication/ media from beginning to present day.
20004,and a score of at least 70 percent on the Grammar Usage and Punctuation (GUP) test. This course may be used to satisfy the writing-intensive requirement with approval of major department. 40012Online Journalism,JMC,2,"Study and evaluation of online news and news sites; reporting and writing for online news media; design, production and maintenance of an online news site; ethical, legal and economic issues related to online news."
26007,or 26008 either with a grade of C- (1.7) or better. Special fee: $30 flat fee—subject to change.40013Television Sports Production,JMC,2,"A comprehensive study of the production of live action television sports coverage. Prerequisites: 2.75 cumulative GPA and sophomore, junior or senior standing and journalism and mass communication (JMC) major. 40015Media Management (3)Exploring management issues unique to media organizations and the impact of those issues on the organization's structure, economics, markets and employees. Prerequisites: 2.75 overall GPA and a journalism and mass communication (JMC) major and senior standing and a score of at least 70 percent on the Grammar Usage and Punctuation (GUP) test. 40016Law of Advertising and Public Relations (3)Regulation of advertising and corporate speech, first amendment, libel and privacy and legal problems of new media. Prerequisites: 2.75 overall GPA and 18 hours of JMC courses all with a grade of C- (1.7) or better and advertising (ADV) or public relations (PR) major. 40020  Audio and Still Photo Production (3)Develop skills in telling journalistic stories by producing multimedia news stories through research and planning; reporting using digital cameras and digital audio recorders; editing photos and audio. Prerequisites: minimum C- (1.7) in JMC 22001 and journalism and mass communication (JMC) major and junior or senior standing. 40022  Film As Communication (3)Study of the relationship of television and theatre films to the mass audience in terms of components and effects. Prerequisites: 2.75 overall GPA; and JMC 20004 with a grade of B- (2.7) or better or JMC 20005 with a grade of C- (1.7) or better. 40023  Non-traditional Journalism (3)The study of journalistic writing that goes beyond the inverted pyramid and traditional feature story and has topics traditionally not defined as news. Students will also work as part of a team on multi-part stories. Prerequisites: minimum C- (1.7) in JMC 26007 and journalism and mass communication (JMC) major and junior or senior standing. 40027Managing Media Diversity (3)Aspects of diversity and how it changes our environment with emphasis on the field of mass communication."
22001,and journalism and mass communication (JMC) major and junior or senior standing. 40022  Film As Communication,JMC,2,Study of the relationship of television and theatre films to the mass audience in terms of components and effects. Prerequisites: 2.75 overall GPA; and JMC 20004 with a grade of B- (2.7) or better or JMC 20005 with a grade of C- (1.7) or better. 40023  Non-traditional Journalism (3)The study of journalistic writing that goes beyond the inverted pyramid and traditional feature story and has topics traditionally not defined as news. Students will also work as part of a team on multi-part stories. Prerequisites: minimum C- (1.7) in JMC 26007 and journalism and mass communication (JMC) major and junior or senior standing. 40027Managing Media Diversity (3)Aspects of diversity and how it changes our environment with emphasis on the field of mass communication.
20004,with a grade of B- (2.7) or better or JMC 20005 with a grade of C- (1.7) or better. 40023  Non-traditional Journalism,JMC,2,The study of journalistic writing that goes beyond the inverted pyramid and traditional feature story and has topics traditionally not defined as news. Students will also work as part of a team on multi-part stories. Prerequisites: minimum C- (1.7) in JMC 26007 and journalism and mass communication (JMC) major and junior or senior standing. 40027Managing Media Diversity (3)Aspects of diversity and how it changes our environment with emphasis on the field of mass communication.
26007,and journalism and mass communication (JMC) major and junior or senior standing. 40027Managing Media Diversity,JMC,2,Aspects of diversity and how it changes our environment with emphasis on the field of mass communication.
40012,and journalism and mass communication (JMC) major. 40034  Advanced Electronic Media Programming,JMC,2,"Program practices in radio, television, cable, film and new media with an emphasis on projects and written proposals regarding program strategies and tactics."
30034,with a grade of C- (1.7) or better.40035Television Graphics,JMC,2,"Basic design, theory and technique in creating and preparing TV and video graphics. Prerequisites: journalism and mass communication (JMC) major and junior or senior standing.40036Non-linear Video Editing (3)Introduction to planning and creating short computer video programs integrating multi-layered digital effects and transitions for application by end users in a variety of current video file formats. Prerequisites: journalism and mass communication (JMC) major and junior or senior standing.40037Scriptwriting for Video and Film (3)The emphasis of the course is on writing dramatic scripts for broadcast or motion pictures. The course also includes current perspectives on market needs. Prerequisites: 2.75 overall GPA and JMC 30004 with a grade of C- (1.7) or better and a journalism and mass communication (JMC) major.40092Internship (1)(May be repeated for a total of 2 credit hours)Experience in a professional setting under professional supervision in student's field of specialization. S/U grading; IP grade permissible."
